"Code","LAU2","NUTS3","Rank","Aging","SuperOld","Population","Foreign","Women","Latitude","Longitude"
"01001","Alegría-Dulantzi","Alava",7813,6.3578,0,2860,8.11,48.01,42.829133,-2.511082
"01002","Amurrio","Alava",6735,19.9174,0,10071,6.45,49.93,43.025861,-2.971805
"01003","Aramaio","Alava",5582,32.3805,0,1507,2.18,47.54,43.046102,-2.593717
"01004","Artziniega","Alava",7369,12.1612,0,1854,6.11,49.61,43.129849,-3.141378
"01006","Armiñón","Alava",6965,17.256,0,227,2.64,49.34,42.714032,-2.873392
"01008","Arrazua-Ubarrundia","Alava",7576,9.8078,0,953,2.21,46.67,42.924273,-2.614357
"01009","Asparrena","Alava",6175,25.9919,0,1691,8.71,49.48,42.894228,-2.315963
"01010","Ayala/Aiara","Alava",6472,22.7144,0,2894,1.73,49.84,43.075616,-3.07833
"01011","Baños de Ebro/Mañueta","Alava",3426,57.0293,0,314,9.94,44.47,42.522822,-2.675021
"01013","Barrundia","Alava",6930,17.6873,0,904,4.13,45.53,42.911724,-2.4929
"01014","Berantevilla","Alava",4479,45.2193,0,480,5.8,48.42,42.686984,-2.833232
"01016","Bernedo","Alava",3959,51.1828,0,572,7.11,42.71,42.693997,-2.523634
"01017","Campezo/Kanpezu","Alava",4597,43.9194,0,1146,8.02,47.62,42.686655,-2.360892
"01018","Zigoitia","Alava",7719,7.6207,0,1740,3.1,45.95,42.968672,-2.730717
"01019","Kripan","Alava",4324,47.1476,0,196,1.02,45.41,42.595191,-2.514512
"01020","Kuartango","Alava",5677,31.4564,0,355,1.57,42.87,42.895785,-2.93506
"01021","Elburgo/Burgelu","Alava",8052,2.2486,0,624,4.4,47.23,42.865051,-2.547204
"01022","Elciego","Alava",4973,39.5145,0,1048,7.01,50.72,42.50723,-2.624927
"01023","Elvillar/Bilar","Alava",4574,44.172,0,363,8.71,48.98,42.562056,-2.540554
"01027","Iruraiz-Gauna","Alava",6334,24.2977,0,540,3.09,44.6,42.822721,-2.476186
"01028","Labastida/Bastida","Alava",6931,17.6811,0,1489,9.3,48.2,42.605466,-2.808739
"01030","Lagrán","Alava",1695,76.842,0,182,3.05,47.67,42.621238,-2.608383
"01031","Laguardia","Alava",6246,25.2772,0,1541,8.07,48.25,42.548519,-2.573698
"01032","Lanciego/Lantziego","Alava",4351,46.8149,0,690,10.29,47.38,42.544181,-2.499907
"01033","Lapuebla de Labarca","Alava",5652,31.672,0,859,8.31,48.17,42.494779,-2.570302
"01034","Leza","Alava",4137,49.1745,0,222,8.86,48.28,42.571238,-2.637456
"01036","Laudio/Llodio","Alava",5411,34.2287,0,18461,4.6,50.49,43.138605,-2.977814
"01037","Arraia-Maeztu","Alava",4772,41.7693,0,739,3.81,43.98,42.749115,-2.445247
"01039","Moreda de Álava/Moreda Araba","Alava",4056,50.1848,0,248,5.94,48.87,42.527431,-2.415038
"01041","Navaridas","Alava",4819,41.258,0,223,12.66,44.49,42.539709,-2.631428
"01042","Okondo","Alava",7269,13.6151,0,1159,4.19,47.17,43.168503,-3.018034
"01043","Oyón-Oion","Alava",6132,26.5155,0,3283,11.61,48.72,42.544564,-2.43285
"01044","Peñacerrada-Urizaharra","Alava",4931,40.0136,0,278,4.62,41.53,42.637998,-2.705872
"01046","Erriberagoitia/Ribera Alta","Alava",6277,24.8829,0,787,7.6,43.9,42.802473,-2.925146
"01047","Ribera Baja/Erribera Beitia","Alava",7758,7.1833,0,1311,9.49,45.39,42.724526,-2.902679
"01049","Añana","Alava",3076,60.9229,0,165,6.67,46.06,42.813738,-2.991617
"01051","Salvatierra/Agurain","Alava",7706,7.9041,0,4937,10.72,49.42,42.838436,-2.387136
"01052","Samaniego","Alava",4676,42.8475,0,334,14.57,44.22,42.570654,-2.673598
"01053","San Millán/Donemiliaga","Alava",5023,38.9108,0,720,2.62,45.38,42.878962,-2.392888
"01054","Urkabustaiz","Alava",7266,13.6274,0,1355,11.52,46.96,42.966512,-2.921278
"01055","Valdegovía/Gaubea","Alava",3526,56.0436,0,1079,5.72,45.06,42.864052,-3.12832
"01056","Harana/Valle de Arana","Alava",1752,76.3061,0,283,3.84,42.1,42.757209,-2.318377
"01057","Villabuena de Álava/Eskuernaga","Alava",3384,57.5222,0,330,9.7,48.17,42.541321,-2.661427
"01058","Legutio","Alava",7643,8.7482,0,1739,8.87,46.9,42.98291,-2.647786
"01059","Vitoria-Gasteiz","Alava",6733,19.9544,0,240753,9.78,50.72,42.850442,-2.687861
"01060","Yécora/Iekora","Alava",4570,44.209,0,286,8.87,47.5,42.555516,-2.468706
"01061","Zalduondo","Alava",7349,12.4138,0,185,1.62,43.78,42.900257,-2.343782
"01062","Zambrana","Alava",6251,25.2403,0,434,10.45,46.37,42.657366,-2.822087
"01063","Zuia","Alava",6479,22.6651,0,2420,3.92,48.32,42.984352,-2.835924
"01901","Iruña Oka/Iruña de Oca","Alava",7911,4.8484,0,3043,6.13,48.36,42.826511,-2.819423
"01902","Lantarón","Alava",5146,37.5554,0,909,4.86,44.86,42.755429,-3.014039
"02001","Abengibre","Albacete",3929,51.5648,0,859,6.88,50.22,39.214544,-1.539007
"02002","Alatoz","Albacete",2245,70.8169,0,587,10.79,44.84,39.079709,-1.370423
"02003","Albacete","Albacete",7516,10.3992,0,171999,6.42,50.84,38.95614,-1.891757
"02004","Albatana","Albacete",3361,57.8179,0,784,4.05,49.45,38.576168,-1.515862
"02005","Alborea","Albacete",4030,50.4497,0,830,16.43,48.97,39.291897,-1.385923
"02006","Alcadozo","Albacete",3099,60.658,0,732,2.86,47.79,38.662482,-2.056677
"02007","Alcalá del Júcar","Albacete",2625,66.4059,0,1335,5.84,46.78,39.185715,-1.402806
"02008","Alcaraz","Albacete",4506,44.7758,0,1585,3.25,49.66,38.719093,-2.530591
"02009","Almansa","Albacete",6998,16.8679,0,25316,5.33,50.26,38.841165,-1.090377
"02010","Alpera","Albacete",4407,46.088,0,2410,7.25,48.73,38.988661,-1.273489
"02011","Ayna","Albacete",1067,84.1301,0,788,2.3,46.84,38.564985,-2.104912
"02012","Balazote","Albacete",5611,32.0416,0,2410,7.5,48.58,38.886978,-2.137618
"02013","Balsa de Ves","Albacete",1267,81.7336,0,182,10.44,45.63,39.261881,-1.210081
"02014","Ballestero, El","Albacete",4865,40.7713,0,459,4.91,49.15,38.844424,-2.47576
"02015","Barrax","Albacete",5989,28.1235,0,2010,7.63,48.57,39.033059,-2.204857
"02016","Bienservida","Albacete",4416,45.9956,0,703,2.35,48.54,38.530103,-2.647558
"02017","Bogarra","Albacete",1210,82.4606,0,1007,2.08,46.97,38.583491,-2.234434
"02018","Bonete","Albacete",5462,33.7235,0,1226,14.38,49.57,38.88818,-1.308633
"02019","Bonillo, El","Albacete",4444,45.6321,0,3010,2.52,49.17,38.940367,-2.583602
"02020","Carcelén","Albacete",2125,72.1784,0,633,8.62,46.35,39.106206,-1.288194
"02021","Casas de Juan Núñez","Albacete",4796,41.5106,0,1433,7.77,47.71,39.097268,-1.574882
"02022","Casas de Lázaro","Albacete",1759,76.2137,0,453,1.75,45.24,38.755784,-2.228983
"02023","Casas de Ves","Albacete",1790,75.9241,0,711,4.06,47.33,39.249179,-1.300929
"02024","Casas-Ibáñez","Albacete",6204,25.7454,0,4805,13.48,48.16,39.311915,-1.458817
"02025","Caudete","Albacete",6583,21.6548,0,10460,12.01,49.42,38.708175,-1.010123
"02026","Cenizate","Albacete",5190,37.0256,0,1243,17.8,46.98,39.298196,-1.660521
"02027","Corral-Rubio","Albacete",2135,71.9998,0,403,4.08,47.76,38.811233,-1.440529
"02028","Cotillas","Albacete",1969,73.9835,0,157,0.64,45.99,38.422891,-2.50117
"02029","Chinchilla de Monte-Aragón","Albacete",6977,17.1328,0,4081,4.93,47.77,38.876054,-1.636512
"02030","Elche de la Sierra","Albacete",4932,39.9889,0,3937,2.62,49.78,38.454634,-2.095643
"02031","Férez","Albacete",3146,60.2206,0,737,1.74,51.43,38.38658,-1.946213
"02032","Fuensanta","Albacete",2304,70.1824,0,369,7.96,45.42,39.240608,-2.06859
"02033","Fuente-Álamo","Albacete",5417,34.1486,0,2657,11.06,47.08,38.708472,-1.457957
"02034","Fuentealbilla","Albacete",5260,36.1693,0,1981,15.55,49.57,39.249781,-1.567881
"02035","Gineta, La","Albacete",7332,12.6479,0,2576,7.98,48.44,39.111068,-1.997872
"02036","Golosalvo","Albacete",3419,57.1217,0,119,9.24,47.9,39.236577,-1.63594
"02037","Hellín","Albacete",6781,19.3691,0,31202,9.59,50.04,38.462119,-1.673362
"02038","Herrera, La","Albacete",4302,47.3817,0,350,8.18,49.98,38.944742,-2.103141
"02039","Higueruela","Albacete",4004,50.6469,0,1296,4.72,48.81,38.966378,-1.429041
"02040","Hoya-Gonzalo","Albacete",4633,43.4266,0,745,4.09,47.4,38.960873,-1.562489
"02041","Jorquera","Albacete",1475,79.331,0,425,0.87,46.53,39.160313,-1.545607
"02042","Letur","Albacete",3589,55.2612,0,1073,2.52,50.26,38.319511,-2.130863
"02043","Lezuza","Albacete",3409,57.2141,0,1585,3.78,49.25,38.952428,-2.308229
"02044","Liétor","Albacete",3432,56.9431,0,1406,1.34,48.29,38.545049,-1.936501
"02045","Madrigueras","Albacete",5585,32.362,0,4847,7.04,48.73,39.233751,-1.814327
"02046","Mahora","Albacete",5108,37.9436,0,1432,3.32,50.02,39.204809,-1.716525
"02047","Masegoso","Albacete",272,94.1905,1,117,0,45.15,38.722695,-2.313756
"02048","Minaya","Albacete",4363,46.6732,0,1679,11.8,48.98,39.221482,-2.315685
"02049","Molinicos","Albacete",1610,77.7477,0,1012,2.21,48.37,38.491877,-2.291718
"02050","Montalvos","Albacete",1968,73.9897,0,127,0.79,45.67,39.170327,-2.031535
"02051","Montealegre del Castillo","Albacete",4625,43.5313,0,2240,8.01,48.81,38.764164,-1.307169
"02052","Motilleja","Albacete",4610,43.79,0,588,4.63,48.75,39.170321,-1.776742
"02053","Munera","Albacete",4453,45.5643,0,3753,2.77,49.66,39.085713,-2.451283
"02054","Navas de Jorquera","Albacete",4114,49.4887,0,550,12.5,49.21,39.283679,-1.726617
"02055","Nerpio","Albacete",2707,65.3216,0,1476,0.65,45.93,38.143504,-2.359933
"02056","Ontur","Albacete",4344,46.9443,0,2239,6.06,50.3,38.622107,-1.490125
"02057","Ossa de Montiel","Albacete",5327,35.2452,0,2633,4.56,49.98,38.968747,-2.765323
"02058","Paterna del Madera","Albacete",2262,70.589,0,440,5.08,47.13,38.58768,-2.343615
"02059","Peñascosa","Albacete",2274,70.5089,0,391,4.35,48.03,38.669399,-2.328873
"02060","Peñas de San Pedro","Albacete",3731,53.8011,0,1354,0.47,42.8,38.737344,-2.028023
"02061","Pétrola","Albacete",2803,64.0094,0,820,6.37,46.92,38.793903,-1.5256
"02062","Povedilla","Albacete",3889,52.0145,0,536,4.62,48.25,38.705345,-2.619031
"02063","Pozohondo","Albacete",3027,61.3972,0,1788,3.01,47.14,38.711969,-1.913274
"02064","Pozo-Lorente","Albacete",2452,68.5806,0,449,1.21,49.32,39.05925,-1.482266
"02065","Pozuelo","Albacete",3734,53.758,0,573,0.71,46.59,38.814301,-2.087237
"02066","Recueja, La","Albacete",1816,75.6407,0,310,2.9,49.74,39.148389,-1.456839
"02067","Riópar","Albacete",5477,33.514,0,1466,4.08,48.55,38.481672,-2.423773
"02068","Robledo","Albacete",3846,52.4458,0,459,3.27,48.19,38.776488,-2.42994
"02069","Roda, La","Albacete",6963,17.3053,0,16325,13.05,49.06,39.172588,-2.198039
"02070","Salobre","Albacete",2090,72.7144,0,585,12.99,47.8,38.575419,-2.547494
"02071","San Pedro","Albacete",4869,40.7528,0,1297,4.58,48.32,38.789745,-2.185037
"02072","Socovos","Albacete",4649,43.2294,0,1952,5.3,48.87,38.339292,-1.908898
"02073","Tarazona de la Mancha","Albacete",5283,35.8428,0,6678,9.06,49.23,39.239005,-1.936677
"02074","Tobarra","Albacete",4990,39.2928,0,8195,10.57,48.85,38.620301,-1.663873
"02075","Valdeganga","Albacete",4172,48.6755,0,1981,1.69,49.43,39.121331,-1.667439
"02076","Vianos","Albacete",3181,59.8324,0,405,0.49,49.51,38.581089,-2.506605
"02077","Villa de Ves","Albacete",444,91.5784,1,54,0,46.3,39.194343,-1.248497
"02078","Villalgordo del Júcar","Albacete",4015,50.5483,0,1230,8.55,48.56,39.319487,-2.044672
"02079","Villamalea","Albacete",5407,34.2656,0,4110,14.19,49.33,39.358913,-1.550451
"02080","Villapalacios","Albacete",2467,68.2725,0,685,4.76,48.36,38.579451,-2.640872
"02081","Villarrobledo","Albacete",6813,19.0796,0,26526,14.03,50.17,39.193557,-2.609965
"02082","Villatoya","Albacete",2573,67.0281,0,131,5.62,46.32,39.323068,-1.331795
"02083","Villavaliente","Albacete",2463,68.4204,0,271,1.62,43.48,39.117837,-1.468242
"02084","Villaverde de Guadalimar","Albacete",3174,59.9002,0,405,0.44,46.14,38.462396,-2.517465
"02085","Viveros","Albacete",2769,64.4837,0,358,1.99,48.07,38.800277,-2.574777
"02086","Yeste","Albacete",2038,73.2997,0,3183,1.49,48.56,38.338306,-2.347841
"02901","Pozo Cañada","Albacete",5939,28.5793,0,2865,3.75,49.96,38.782473,-1.759526
"03001","Adsubia","Alacant/Alicante",2906,62.7218,0,677,40.91,47.57,38.859031,-0.168733
"03002","Agost","Alacant/Alicante",6502,22.4125,0,4752,9.42,49.25,38.44232,-0.641651
"03003","Agres","Alacant/Alicante",5043,38.6767,0,576,8.7,47.81,38.786915,-0.511932
"03004","Aigües","Alacant/Alicante",5796,30.1811,0,1051,26.84,47.33,38.510067,-0.363329
"03005","Albatera","Alacant/Alicante",7241,13.9662,0,11690,18.31,48.53,38.215944,-0.891871
"03006","Alcalalí","Alacant/Alicante",1879,74.9199,0,1334,56.18,49.67,38.755883,-0.030991
"03007","Alcocer de Planes","Alacant/Alicante",4290,47.5111,0,222,16.54,50.45,38.795077,-0.400637
"03008","Alcoleja","Alacant/Alicante",1894,74.7597,0,193,6.48,48.91,38.664893,-0.327462
"03009","Alcoy/Alcoi","Alacant/Alicante",5935,28.6225,0,60716,5.38,51.23,38.68228,-0.516581
"03010","Alfafara","Alacant/Alicante",4661,43.0261,0,416,4.02,51.43,38.780872,-0.563743
"03011","Alfàs del Pi, l'","Alacant/Alicante",5027,38.8677,0,19802,52.66,49.63,38.57833,-0.08871
"03012","Algorfa","Alacant/Alicante",3997,50.727,0,3312,59.22,50.48,38.064028,-0.786859
"03013","Algueña","Alacant/Alicante",4680,42.7735,0,1506,7.84,49.87,38.343592,-1.004073
"03014","Alicante/Alacant","Alacant/Alicante",6869,18.4697,0,329325,13.4,51.43,38.382402,-0.537672
"03015","Almoradí","Alacant/Alicante",7140,15.2538,0,19280,20.6,49.14,38.072093,-0.791489
"03016","Almudaina","Alacant/Alicante",3077,60.8921,0,119,11.79,46.18,38.764179,-0.357822
"03017","Alqueria d'Asnar, l'","Alacant/Alicante",6641,20.9155,0,517,8.21,54.4,38.770245,-0.418828
"03018","Altea","Alacant/Alicante",6382,23.774,0,22385,34.07,50.47,38.625338,-0.047241
"03019","Aspe","Alacant/Alicante",7222,14.2311,0,20186,7.57,49.39,38.329529,-0.78531
"03020","Balones","Alacant/Alicante",3581,55.3536,0,147,15.98,49.27,38.744141,-0.333205
"03021","Banyeres de Mariola","Alacant/Alicante",6183,25.8748,0,7225,4.57,50.14,38.705489,-0.677876
"03022","Benasau","Alacant/Alicante",2410,69.0241,0,172,6.22,50.5,38.695737,-0.337883
"03023","Beneixama","Alacant/Alicante",4692,42.6072,0,1771,5.56,49.69,38.722174,-0.7606
"03024","Benejúzar","Alacant/Alicante",5629,31.8691,0,5288,10.22,50.18,38.073671,-0.83195
"03025","Benferri","Alacant/Alicante",7004,16.8248,0,1881,17.09,47.24,38.15177,-0.983126
"03026","Beniarbeig","Alacant/Alicante",6237,25.3573,0,1881,20.6,49.91,38.817554,-0.011582
"03027","Beniardá","Alacant/Alicante",3246,59.0131,0,209,24.46,46.38,38.696045,-0.214282
"03028","Beniarrés","Alacant/Alicante",3263,58.7913,0,1249,5.24,50.3,38.825624,-0.36309
"03029","Benigembla","Alacant/Alicante",2078,72.8068,0,519,43.75,49.69,38.746868,-0.115806
"03030","Benidoleig","Alacant/Alicante",2994,61.693,0,1187,45.24,50.73,38.792291,-0.027008
"03031","Benidorm","Alacant/Alicante",6981,17.1205,0,68045,30.21,49.64,38.554896,-0.128886
"03032","Benifallim","Alacant/Alicante",4957,39.7918,0,110,0.91,49.86,38.65496,-0.411667
"03033","Benifato","Alacant/Alicante",3278,58.6373,0,193,17.49,49.68,38.66028,-0.241253
"03034","Benijófar","Alacant/Alicante",3943,51.4108,0,3355,49.34,50.68,38.074922,-0.740867
"03035","Benilloba","Alacant/Alicante",2663,65.9561,0,790,5.28,49.43,38.705684,-0.395696
"03036","Benillup","Alacant/Alicante",6791,19.2767,0,109,2.76,55.82,38.756359,-0.379962
"03037","Benimantell","Alacant/Alicante",4621,43.5559,0,483,21.28,52.78,38.645541,-0.202697
"03038","Benimarfull","Alacant/Alicante",3226,59.2903,0,405,6.65,50.17,38.775334,-0.391551
"03039","Benimassot","Alacant/Alicante",3332,58.1013,0,124,14.79,46.22,38.753848,-0.298751
"03040","Benimeli","Alacant/Alicante",2748,64.761,0,411,26.36,51.78,38.82919,-0.035786
"03041","Benissa","Alacant/Alicante",4423,45.934,0,11613,38.78,49.88,38.6923,0.037895
"03042","Benitachell/Poble Nou de Benitatxell, el","Alacant/Alicante",2725,65.0567,0,4540,64.07,50.37,38.724624,0.148668
"03043","Biar","Alacant/Alicante",5897,29.0414,0,3719,4.65,50.92,38.644532,-0.747947
"03044","Bigastro","Alacant/Alicante",7250,13.843,0,6737,16.7,48.85,38.060211,-0.895407
"03045","Bolulla","Alacant/Alicante",3853,52.3534,0,408,37.04,48.78,38.68487,-0.121263
"03046","Busot","Alacant/Alicante",5420,34.1301,0,3123,36.53,49.74,38.500946,-0.418476
"03047","Calp","Alacant/Alicante",4822,41.2087,0,23241,52.27,49.07,38.652636,0.044236
"03048","Callosa d'En Sarrià","Alacant/Alicante",6643,20.897,0,7653,24.52,48.63,38.653356,-0.104285
"03049","Callosa de Segura","Alacant/Alicante",6688,20.4473,0,17919,16.08,49.47,38.134188,-0.871064
"03050","Campello, el","Alacant/Alicante",6445,23.0101,0,26505,16.95,50.48,38.462142,-0.372939
"03051","Campo de Mirra/Camp de Mirra, el","Alacant/Alicante",4653,43.1555,0,432,3.33,49.73,38.703685,-0.801993
"03052","Cañada","Alacant/Alicante",5232,36.5451,0,1240,2.63,51.03,38.685559,-0.821741
"03053","Castalla","Alacant/Alicante",6682,20.5089,0,10304,16.09,49.24,38.567969,-0.670612
"03054","Castell de Castells","Alacant/Alicante",1526,78.7642,0,446,13.74,49.55,38.735028,-0.187071
"03055","Catral","Alacant/Alicante",6348,24.1621,0,8574,24.16,48.84,38.152361,-0.797562
"03056","Cocentaina","Alacant/Alicante",6320,24.4517,0,11424,7.52,49.53,38.7375,-0.44689
"03057","Confrides","Alacant/Alicante",2003,73.62,0,283,17.64,42.14,38.679212,-0.276635
"03058","Cox","Alacant/Alicante",7352,12.3953,0,6975,14.88,48.79,38.143753,-0.899867
"03059","Crevillent","Alacant/Alicante",7294,13.381,0,28269,10.73,49.01,38.234633,-0.814325
"03060","Quatretondeta","Alacant/Alicante",1003,84.74,0,110,5.72,50.88,38.716601,-0.314529
"03061","Daya Nueva","Alacant/Alicante",4947,39.9027,0,1896,31.44,48.84,38.109842,-0.762916
"03062","Daya Vieja","Alacant/Alicante",3212,59.4135,0,596,61.23,49.72,38.105747,-0.735062
"03063","Dénia","Alacant/Alicante",6967,17.2437,0,42743,26.38,50.42,38.824086,0.079777
"03064","Dolores","Alacant/Alicante",5990,28.105,0,7303,15.93,49.86,38.138894,-0.754922
"03065","Elche/Elx","Alacant/Alicante",7572,9.8879,0,227417,10.87,50.21,38.247176,-0.664703
"03066","Elda","Alacant/Alicante",6590,21.5931,0,54357,5.78,50.63,38.474903,-0.820687
"03067","Facheca","Alacant/Alicante",2256,70.7368,0,100,1.44,48.78,38.731563,-0.274359
"03068","Famorca","Alacant/Alicante",2138,71.9566,0,56,14.17,49.02,38.730585,-0.240592
"03069","Finestrat","Alacant/Alicante",7668,8.4956,0,6099,42.72,48.01,38.574181,-0.203391
"03070","Formentera del Segura","Alacant/Alicante",6785,19.3507,0,3995,37.89,48.49,38.094227,-0.7364
"03071","Gata de Gorgos","Alacant/Alicante",5809,30.0517,0,6129,21.27,49.04,38.768058,0.069843
"03072","Gaianes","Alacant/Alicante",4398,46.1865,0,435,12.65,48.46,38.81593,-0.410837
"03073","Gorga","Alacant/Alicante",3474,56.6104,0,255,2.87,47.05,38.722161,-0.373778
"03074","Granja de Rocamora","Alacant/Alicante",6996,16.8802,0,2471,13.96,47.01,38.154702,-0.894591
"03075","Castell de Guadalest, el","Alacant/Alicante",5624,31.8938,0,227,21.31,48.8,38.670221,-0.16834
"03076","Guardamar del Segura","Alacant/Alicante",5055,38.5904,0,15520,34.11,49.85,38.080964,-0.668963
"03077","Fondó de les Neus, el/Hondón de las Nieves","Alacant/Alicante",4318,47.2154,0,2731,40.24,48.93,38.307763,-0.895061
"03078","Hondón de los Frailes","Alacant/Alicante",2949,62.2166,0,1109,46.1,46.61,38.268956,-0.932234
"03079","Ibi","Alacant/Alicante",7205,14.4837,0,23569,6.98,49.89,38.62487,-0.562986
"03080","Jacarilla","Alacant/Alicante",5320,35.3314,0,2008,20.75,49.6,38.047929,-0.85172
"03081","Xaló","Alacant/Alicante",4469,45.3302,0,2875,41.08,49.32,38.712526,-0.031086
"03082","Jávea/Xàbia","Alacant/Alicante",4575,44.1412,0,28936,49.03,49.43,38.767414,0.163206
"03083","Jijona/Xixona","Alacant/Alicante",5313,35.4239,0,7366,8.18,51.43,38.551089,-0.489616
"03084","Lorcha/Orxa, l'","Alacant/Alicante",3293,58.4586,0,717,6.27,48.97,38.849685,-0.308658
"03085","Llíber","Alacant/Alicante",3067,61.0091,0,927,64.03,50.67,38.729492,0.008093
"03086","Millena","Alacant/Alicante",5312,35.4731,0,208,23.57,46.86,38.740351,-0.378432
"03088","Monforte del Cid","Alacant/Alicante",7588,9.6353,0,7749,13.49,47.46,38.384956,-0.695001
"03089","Monóvar/Monòver","Alacant/Alicante",6003,27.9756,0,12683,8.38,50.3,38.428558,-0.912462
"03090","Mutxamel","Alacant/Alicante",7767,7.0416,0,23213,10.44,49.55,38.434408,-0.474919
"03091","Murla","Alacant/Alicante",1404,80.138,0,554,48.38,51.53,38.765895,-0.077011
"03092","Muro de Alcoy","Alacant/Alicante",7003,16.8371,0,8993,7.05,50.13,38.788715,-0.446125
"03093","Novelda","Alacant/Alicante",7046,16.3073,0,26573,8.38,50.14,38.39422,-0.786175
"03094","Nucia, la","Alacant/Alicante",6936,17.6442,0,17096,35.36,49.14,38.601112,-0.12024
"03095","Ondara","Alacant/Alicante",7250,13.843,0,6568,17.34,49.72,38.826978,0.015075
"03096","Onil","Alacant/Alicante",7084,15.95,0,7676,7.7,49.43,38.633355,-0.660997
"03097","Orba","Alacant/Alicante",2035,73.312,0,2272,48.75,51.21,38.785082,-0.066167
"03098","Orxeta","Alacant/Alicante",5851,29.6267,0,875,32.02,47.97,38.553518,-0.279762
"03099","Orihuela","Alacant/Alicante",5191,37.0256,0,79889,35.06,49.75,38.067233,-0.909404
"03100","Parcent","Alacant/Alicante",3081,60.8366,0,1034,38.72,50.97,38.739188,-0.073883
"03101","Pedreguer","Alacant/Alicante",5249,36.2555,0,7434,24.89,50.48,38.793461,0.031469
"03102","Pego","Alacant/Alicante",4676,42.8475,0,10418,16.81,49.03,38.843667,-0.099964
"03103","Penàguila","Alacant/Alicante",3079,60.8674,0,327,6.47,47.06,38.658146,-0.373495
"03104","Petrer","Alacant/Alicante",7662,8.5757,0,34690,3.26,50.18,38.492165,-0.731557
"03105","Pinós, el/Pinoso","Alacant/Alicante",6379,23.811,0,7742,14.61,49.48,38.412306,-1.029058
"03106","Planes","Alacant/Alicante",3245,59.0192,0,814,11.84,49.11,38.792285,-0.331585
"03107","Polop","Alacant/Alicante",7311,13.0237,0,4159,33.06,48.92,38.62079,-0.152446
"03109","Rafal","Alacant/Alicante",6867,18.5067,0,4203,17.05,49.42,38.106925,-0.848076
"03110","Ràfol d'Almúnia, El","Alacant/Alicante",2696,65.4263,0,704,49.49,49.53,38.830799,-0.050921
"03111","Redován","Alacant/Alicante",7457,11.1015,0,7562,12.92,48.02,38.12233,-0.921507
"03112","Relleu","Alacant/Alicante",5071,38.381,0,1208,36.04,49.58,38.57136,-0.339473
"03113","Rojales","Alacant/Alicante",2349,69.6957,0,17986,71.54,48.74,38.073951,-0.718886
"03114","Romana, la","Alacant/Alicante",4640,43.3588,0,2463,21.81,47.71,38.355161,-0.907853
"03115","Sagra","Alacant/Alicante",2170,71.6732,0,439,31.59,48.85,38.818131,-0.066836
"03116","Salinas","Alacant/Alicante",6655,20.7738,0,1577,12.03,48.97,38.507813,-0.910474
"03117","Sanet y Negrals","Alacant/Alicante",3114,60.5409,0,660,33.47,50.19,38.815688,-0.028858
"03118","San Fulgencio","Alacant/Alicante",1861,75.191,0,9572,70.98,49.65,38.125653,-0.693286
"03119","Sant Joan d'Alacant","Alacant/Alicante",7350,12.4076,0,22438,11.54,51.41,38.40459,-0.428478
"03120","San Miguel de Salinas","Alacant/Alicante",3484,56.5365,0,6391,54.96,49.98,37.974848,-0.803117
"03121","Santa Pola","Alacant/Alicante",6665,20.6937,0,32454,21.77,49.16,38.203508,-0.5773
"03122","San Vicente del Raspeig/Sant Vicent del Raspeig","Alacant/Alicante",7834,6.0313,0,54781,6.66,50.26,38.427089,-0.534442
"03123","Sax","Alacant/Alicante",7271,13.5966,0,9883,7.65,49.75,38.548457,-0.813331
"03124","Sella","Alacant/Alicante",2902,62.8758,0,607,13.21,47.56,38.617952,-0.278797
"03125","Senija","Alacant/Alicante",4169,48.7124,0,601,33.28,48.37,38.734436,0.044286
"03127","Tàrbena","Alacant/Alicante",3038,61.2555,0,721,35.92,48.52,38.707183,-0.096578
"03128","Teulada","Alacant/Alicante",3312,58.3107,0,12094,58.87,49.49,38.711866,0.114471
"03129","Tibi","Alacant/Alicante",5324,35.2698,0,1704,17.2,48.04,38.521479,-0.59432
"03130","Tollos","Alacant/Alicante",417,91.9418,1,44,22.73,45.45,38.762705,-0.247393
"03131","Tormos","Alacant/Alicante",2196,71.4268,0,356,41.46,48.93,38.803826,-0.072811
"03132","Torremanzanas/Torre de les Maçanes, la","Alacant/Alicante",4195,48.4537,0,742,17.15,48.01,38.604848,-0.411478
"03133","Torrevieja","Alacant/Alicante",4796,41.5106,0,90097,45.77,49.48,38.000228,-0.704734
"03134","Vall d'Alcalà, la","Alacant/Alicante",1445,79.6944,0,180,6.61,48.72,38.788324,-0.253745
"03135","Vall d'Ebo, la","Alacant/Alicante",2982,61.7792,0,278,6.78,49.63,38.800477,-0.170419
"03136","Vall de Gallinera","Alacant/Alicante",2918,62.4938,0,657,19.52,47.68,38.829608,-0.232132
"03137","Vall de Laguar, la","Alacant/Alicante",2107,72.4618,0,934,14.49,51.35,38.775058,-0.130878
"03138","Verger, el","Alacant/Alicante",6053,27.415,0,4856,20.62,49.42,38.850604,-0.004757
"03139","Villajoyosa/Vila Joiosa, la","Alacant/Alicante",7404,11.7669,0,32649,18.32,49.88,38.521191,-0.251489
"03140","Villena","Alacant/Alicante",7137,15.2908,0,34747,7.09,50.01,38.634009,-0.913908
"03901","Poblets, els","Alacant/Alicante",2385,69.2706,0,3029,58.03,50.72,38.854716,0.017792
