"Code","LAU2","NUTS3","Rank","Aging","SuperOld","Population","Foreign","Women","Latitude","Longitude"
"09128","Frandovínez","Burgos",3874,52.1624,0,104,11.62,45.15,42.310229,-3.846298
"09129","Fresneda de la Sierra Tirón","Burgos",1115,83.5818,0,134,13.36,32.25,42.281366,-3.130913
"09130","Fresneña","Burgos",348,92.9029,1,94,2.4,43.77,42.405286,-3.134683
"09131","Fresnillo de las Dueñas","Burgos",7165,14.9581,0,546,8.48,46.9,41.638798,-3.633405
"09132","Fresno de Río Tirón","Burgos",1725,76.6387,0,189,1.59,43.38,42.464069,-3.185869
"09133","Fresno de Rodilla","Burgos",5203,36.8901,0,48,0,39.58,42.421163,-3.481203
"09134","Frías","Burgos",5753,30.5446,0,275,3.68,46.16,42.753903,-3.296167
"09135","Fuentebureba","Burgos",1029,84.5614,0,43,11.63,55.81,42.630918,-3.236795
"09136","Fuentecén","Burgos",1941,74.3346,0,241,8.27,42.23,41.632902,-3.872586
"09137","Fuentelcésped","Burgos",2645,66.1718,0,235,13.54,49.31,41.599577,-3.638918
"09138","Fuentelisendo","Burgos",925,85.621,0,99,9.45,40.42,41.619978,-3.9035
"09139","Fuentemolinos","Burgos",2066,72.9423,0,106,0.94,33.96,41.602022,-3.857494
"09140","Fuentenebro","Burgos",4151,48.9404,0,151,4.2,39.11,41.508564,-3.74787
"09141","Fuentespina","Burgos",6057,27.3719,0,738,2.47,46.15,41.627528,-3.682468
"09143","Galbarros","Burgos",3538,55.9512,0,31,12.9,29.03,42.520925,-3.451365
"09144","Gallega, La","Burgos",400,92.1698,1,65,3.9,40.3,41.896054,-3.259517
"09148","Grijalba","Burgos",2930,62.3706,0,119,10.08,51.26,42.427417,-4.120364
"09149","Grisaleña","Burgos",425,91.8679,1,40,0,32.49,42.592944,-3.267328
"09151","Gumiel de Izán","Burgos",4348,46.8457,0,620,3.87,43.39,41.770722,-3.69134
"09152","Gumiel de Mercado","Burgos",3000,61.6437,0,368,22.07,44.31,41.73404,-3.805049
"09154","Hacinas","Burgos",1919,74.5256,0,178,5.85,47.22,41.981768,-3.283505
"09155","Haza","Burgos",1712,76.7065,0,26,0,42.31,41.579948,-3.846645
"09159","Hontanas","Burgos",5248,36.2617,0,71,17.32,39.73,42.309097,-4.048425
"09160","Hontangas","Burgos",479,91.221,1,113,0,37.17,41.58925,-3.78895
"09162","Hontoria de la Cantera","Burgos",6491,22.5357,0,135,0,44.44,42.195189,-3.636436
"09163","Hontoria del Pinar","Burgos",1238,82.0047,0,766,10.55,44.23,41.85191,-3.1653
"09164","Hontoria de Valdearados","Burgos",1027,84.5737,0,225,14.89,38.15,41.751758,-3.507739
"09166","Hormazas, Las","Burgos",1892,74.7844,0,107,0.93,43.93,42.523777,-3.904532
"09167","Hornillos del Camino","Burgos",814,87.118,0,60,0,41.67,42.339077,-3.929171
"09168","Horra, La","Burgos",2000,73.6385,0,384,4.69,48.44,41.742921,-3.87562
"09169","Hortigüela","Burgos",4932,39.9889,0,105,4.76,35.24,42.06112,-3.453879
"09170","Hoyales de Roa","Burgos",2550,67.3176,0,240,0.42,49.17,41.659408,-3.853776
"09172","Huérmeces","Burgos",1531,78.6964,0,130,0,50,42.542742,-3.789754
"09173","Huerta de Arriba","Burgos",689,88.572,0,135,0.74,44.44,42.097036,-3.069949
"09174","Huerta de Rey","Burgos",2972,61.9271,0,1062,7.24,45.82,41.809512,-3.329848
"09175","Humada","Burgos",737,88.0052,0,139,0,38.13,42.654884,-4.077735
"09176","Hurones","Burgos",4002,50.653,0,74,1.79,38.11,42.409413,-3.606936
"09177","Ibeas de Juarros","Burgos",5864,29.5281,0,1450,4.12,44.62,42.270576,-3.496284
"09178","Ibrillos","Burgos",94,97.5727,1,61,0,44.26,42.46187,-3.075858
"09179","Iglesiarrubia","Burgos",3230,59.2348,0,48,4.82,41.74,41.961963,-3.845603
"09180","Iglesias","Burgos",1441,79.7437,0,140,3.9,41.88,42.306309,-3.997163
"09181","Isar","Burgos",3429,56.98,0,360,2.82,44.28,42.39454,-3.923034
"09182","Itero del Castillo","Burgos",478,91.2272,1,106,0,46.97,42.287054,-4.231195
"09183","Jaramillo de la Fuente","Burgos",612,89.4529,0,58,0,41.38,42.119906,-3.315908
"09184","Jaramillo Quemado","Burgos",52,99.193,1,5,0,40,42.09211,-3.35951
"09189","Junta de Traslaloma","Burgos",923,85.6333,0,154,1.95,49.35,43.03879,-3.406612
"09190","Junta de Villalba de Losa","Burgos",3768,53.4377,0,106,0.94,46.34,42.95543,-3.071174
"09191","Jurisdicción de Lara","Burgos",1188,82.6824,0,44,0,43.18,42.138876,-3.460748
"09192","Jurisdicción de San Zadornil","Burgos",5532,32.9473,0,70,0,45.71,42.839067,-3.171042
"09194","Lerma","Burgos",5437,33.9638,0,2780,13.6,49.76,41.986758,-3.764421
"09195","Llano de Bureba","Burgos",2428,68.8886,0,66,1.52,45.73,42.622894,-3.444776
"09196","Madrigal del Monte","Burgos",2759,64.5946,0,172,3.49,39.53,42.14012,-3.656312
"09197","Madrigalejo del Monte","Burgos",3530,56.0128,0,187,11.59,36.24,42.144692,-3.731494
"09198","Mahamud","Burgos",2468,68.2664,0,142,7.25,42.27,42.130497,-3.912286
"09199","Mambrilla de Castrejón","Burgos",2226,71.0325,0,106,0.94,47.17,41.666893,-3.991486
"09200","Mambrillas de Lara","Burgos",2234,70.9956,0,55,0,36.36,42.112164,-3.490972
"09201","Mamolar","Burgos",482,91.1779,1,36,0,36.11,41.919674,-3.355382
"09202","Manciles","Burgos",336,93.174,1,25,0,32,42.454748,-3.944846
"09206","Mazuela","Burgos",2027,73.3797,0,67,3.24,46.15,42.209755,-3.914872
"09208","Mecerreyes","Burgos",2038,73.2997,0,295,7.03,46.04,42.097336,-3.592888
"09209","Medina de Pomar","Burgos",5968,28.3021,0,6195,11.66,47.81,42.949733,-3.399829
"09211","Melgar de Fernamental","Burgos",3471,56.6289,0,1803,6.93,45.91,42.431608,-4.25541
"09213","Merindad de Cuesta-Urria","Burgos",1172,82.9473,0,410,2.09,48.48,42.863505,-3.403247
"09214","Merindad de Montija","Burgos",3556,55.7048,0,836,4.37,41.03,43.069388,-3.485592
"09215","Merindad de Sotoscueva","Burgos",2162,71.7533,0,465,3.7,42.86,43.041213,-3.652393
"09216","Merindad de Valdeporres","Burgos",3546,55.8526,0,442,3.62,47.24,43.020226,-3.759153
"09217","Merindad de Valdivielso","Burgos",2248,70.7923,0,431,1.86,42.46,42.822818,-3.549936
"09218","Milagros","Burgos",3568,55.52,0,502,10.37,45.68,41.584272,-3.682797
"09219","Miranda de Ebro","Burgos",6303,24.655,0,38341,12.74,49.99,42.67305,-2.96361
"09220","Miraveche","Burgos",801,87.2597,0,85,1.18,35.29,42.677844,-3.190755
"09221","Modúbar de la Emparedada","Burgos",8018,2.9818,0,592,8.27,44.39,42.264609,-3.658499
"09223","Monasterio de la Sierra","Burgos",2339,69.825,0,50,0,36,42.052038,-3.186033
"09224","Monasterio de Rodilla","Burgos",4124,49.3963,0,194,3.56,42.37,42.462217,-3.491828
"09225","Moncalvillo","Burgos",385,92.3176,1,102,0,42.16,41.950249,-3.193519
"09226","Monterrubio de la Demanda","Burgos",167,95.9586,1,70,0,40,42.148244,-3.109938
"09227","Montorio","Burgos",5431,34.0315,0,172,21.29,40.76,42.587647,-3.766127
"09228","Moradillo de Roa","Burgos",3261,58.8036,0,194,4.64,46.39,41.54749,-3.78867
"09229","Nava de Roa","Burgos",2818,63.8307,0,236,4.19,48.81,41.615193,-3.96425
"09230","Navas de Bureba","Burgos",72,98.3489,1,41,0,56.1,42.686361,-3.333416
"09231","Nebreda","Burgos",357,92.8228,1,74,4.05,32.43,41.959847,-3.620296
"09232","Neila","Burgos",909,85.8243,0,203,8.74,45.88,42.052703,-2.977296
"09235","Olmedillo de Roa","Burgos",1516,78.8443,0,190,7.56,40.41,41.78162,-3.928728
"09236","Olmillos de Muñó","Burgos",240,94.8066,1,41,0,39.02,42.202707,-3.944086
"09238","Oña","Burgos",1063,84.1856,0,1162,3.74,48.17,42.716576,-3.385229
"09239","Oquillas","Burgos",2494,67.9152,0,62,12.9,43.55,41.829898,-3.697526
"09241","Orbaneja Riopico","Burgos",7550,10.1281,0,235,2.13,42.88,42.35872,-3.579717
"09242","Padilla de Abajo","Burgos",165,96.0264,1,93,3.39,42.03,42.402433,-4.179093
"09243","Padilla de Arriba","Burgos",1863,75.1663,0,90,0,35.56,42.4507,-4.187672
"09244","Padrones de Bureba","Burgos",836,86.7607,0,51,0,43.14,42.702864,-3.556903
"09246","Palacios de la Sierra","Burgos",2468,68.2664,0,789,5.64,50.37,41.959109,-3.120874
"09247","Palacios de Riopisuerga","Burgos",1282,81.5734,0,33,3.03,51.52,42.337904,-4.257016
"09248","Palazuelos de la Sierra","Burgos",2828,63.7137,0,67,1.49,37.31,42.212944,-3.457422
"09249","Palazuelos de Muñó","Burgos",5141,37.6294,0,60,1.67,45,42.184129,-3.978018
"09250","Pampliega","Burgos",2282,70.4473,0,360,9.38,45.84,42.223437,-3.958211
"09251","Pancorbo","Burgos",3635,54.8115,0,505,8.14,45.64,42.649739,-3.126315
"09253","Pardilla","Burgos",2782,64.2681,0,121,0.83,40.31,41.550153,-3.708759
"09255","Partido de la Sierra en Tobalina","Burgos",972,85.0357,0,90,2.5,36.85,42.724526,-3.229118
"09256","Pedrosa de Duero","Burgos",2189,71.4761,0,459,12.99,41.44,41.736448,-3.995557
"09257","Pedrosa del Páramo","Burgos",4558,44.363,0,99,3.18,39.49,42.44222,-3.971826
"09258","Pedrosa del Príncipe","Burgos",241,94.8004,1,176,0,45.9,42.237761,-4.202651
"09259","Pedrosa de Río Úrbel","Burgos",3772,53.413,0,264,1.52,38.26,42.418989,-3.840055
"09261","Peñaranda de Duero","Burgos",2691,65.5126,0,567,5.64,49.12,41.686924,-3.466418
"09262","Peral de Arlanza","Burgos",2602,66.6708,0,160,1.25,47.5,42.070374,-4.06646
"09265","Piérnigas","Burgos",2029,73.3674,0,43,0,30.23,42.601164,-3.405352
"09266","Pineda de la Sierra","Burgos",2213,71.205,0,99,0.36,40.78,42.221019,-3.289258
"09267","Pineda Trasmonte","Burgos",747,87.8881,0,140,0.72,40.55,41.910251,-3.695053
"09268","Pinilla de los Barruecos","Burgos",1216,82.362,0,129,10.85,34.11,41.916352,-3.304193
"09269","Pinilla de los Moros","Burgos",1428,79.9101,0,41,2.44,36.59,42.076916,-3.31159
"09270","Pinilla Trasmonte","Burgos",1195,82.6084,0,192,1.56,43.75,41.87913,-3.625165
"09272","Poza de la Sal","Burgos",1902,74.6796,0,365,5.87,48.5,42.657769,-3.527129
"09273","Prádanos de Bureba","Burgos",3596,55.2181,0,60,0,38.33,42.498755,-3.344198
"09274","Pradoluengo","Burgos",2642,66.221,0,1376,5.5,49.77,42.315094,-3.201225
"09275","Presencio","Burgos",1022,84.6414,0,186,0,43.17,42.185854,-3.869692
"09276","Puebla de Arganzón, La","Burgos",8014,3.0495,0,524,9.99,43.58,42.772604,-2.819333
"09277","Puentedura","Burgos",1105,83.6496,0,133,0.75,36.66,42.045637,-3.585303
"09279","Quemada","Burgos",4920,40.1183,0,253,15.86,40.97,41.707115,-3.580322
"09280","Quintanabureba","Burgos",1040,84.4505,0,38,0,39.47,42.588224,-3.371966
"09281","Quintana del Pidio","Burgos",2191,71.4699,0,179,1.86,47.4,41.762058,-3.749485
"09283","Quintanaélez","Burgos",425,91.8679,1,63,0,41.27,42.674817,-3.297601
"09287","Quintanaortuño","Burgos",8015,3.0372,0,258,1.83,45.29,42.454038,-3.691752
"09288","Quintanapalla","Burgos",3399,57.3189,0,116,4.31,41.38,42.414549,-3.536766
"09289","Quintanar de la Sierra","Burgos",2967,61.9948,0,1961,11.91,46.73,42.003758,-3.018505
"09292","Quintanavides","Burgos",3250,58.9083,0,97,1.03,43.3,42.478437,-3.420327
"09294","Quintanilla de la Mata","Burgos",3207,59.4381,0,143,2.79,42.32,41.994265,-3.789005
"09295","Quintanilla del Coco","Burgos",2648,66.141,0,70,0,50,41.985445,-3.52575
"09297","Quintanillas, Las","Burgos",5994,28.0372,0,395,4.74,43.11,42.372149,-3.847794
"09298","Quintanilla San García","Burgos",1507,78.9367,0,103,7.12,34.04,42.551496,-3.192346
"09301","Quintanilla Vivar","Burgos",7826,6.1299,0,780,2.19,45.52,42.413034,-3.68021
"09302","Rabanera del Pinar","Burgos",85,97.9608,1,118,0,41.53,41.896081,-3.197815
"09303","Rábanos","Burgos",3839,52.5136,0,89,0,42.7,42.309525,-3.287258
"09304","Rabé de las Calzadas","Burgos",6019,27.7846,0,223,0.9,49.78,42.335801,-3.855109
"09306","Rebolledo de la Torre","Burgos",910,85.8181,0,134,0.75,46.27,42.688119,-4.213228
"09307","Redecilla del Camino","Burgos",3421,57.0971,0,127,3.59,43.1,42.41803,-3.064563
"09308","Redecilla del Campo","Burgos",505,90.8083,1,77,4.63,45.73,42.456379,-3.117108
"09309","Regumiel de la Sierra","Burgos",3712,54.0168,0,387,3.06,48.99,41.960608,-2.979421
"09310","Reinoso","Burgos",1712,76.7065,0,13,0,23.08,42.509427,-3.388373
"09311","Retuerta","Burgos",2719,65.1183,0,74,0,40.54,42.03062,-3.499353
"09312","Revilla y Ahedo, La","Burgos",2926,62.4076,0,126,5.56,45.24,42.008295,-3.347492
"09314","Revilla del Campo","Burgos",1396,80.2982,0,113,1.02,36.37,42.200115,-3.534951
"09315","Revillarruz","Burgos",8078,1.6449,0,493,5.67,48.84,42.227125,-3.663796
"09316","Revilla Vallejera","Burgos",1772,76.1151,0,98,3.06,39.8,42.150647,-4.130616
"09317","Rezmondo","Burgos",755,87.7772,0,16,0,56.25,42.514,-4.231159
"09318","Riocavado de la Sierra","Burgos",50,99.2607,1,58,0,37.93,42.179188,-3.221356
"09321","Roa","Burgos",4887,40.568,0,2451,16.82,48.05,41.695703,-3.920905
"09323","Rojas","Burgos",2003,73.62,0,77,2.61,32.63,42.585278,-3.447314
"09325","Royuela de Río Franco","Burgos",341,93.1124,1,228,2.78,41.32,41.995368,-3.964852
"09326","Rubena","Burgos",6988,16.9911,0,182,1.1,40.66,42.390386,-3.57616
"09327","Rublacedo de Abajo","Burgos",3618,54.9593,0,35,2.86,48.57,42.537,-3.504663
"09328","Rucandio","Burgos",342,93.0754,1,79,0.4,42.87,42.75656,-3.533761
"09329","Salas de Bureba","Burgos",2759,64.5946,0,134,2.24,37.31,42.694975,-3.47293
"09330","Salas de los Infantes","Burgos",4811,41.3258,0,2133,15.58,47.51,42.044845,-3.274739
"09332","Saldaña de Burgos","Burgos",7709,7.8733,0,177,7.91,45.76,42.269115,-3.684989
"09334","Salinillas de Bureba","Burgos",3559,55.6617,0,51,0,29.41,42.556295,-3.381969
"09335","San Adrián de Juarros","Burgos",4459,45.4657,0,69,0,36.23,42.276591,-3.465279
"09337","San Juan del Monte","Burgos",3035,61.3048,0,156,9.73,41.74,41.684191,-3.516977
"09338","San Mamés de Burgos","Burgos",6821,18.9872,0,305,7.02,43.87,42.331441,-3.798267
"09339","San Martín de Rubiales","Burgos",564,90.1491,1,157,13.44,40.51,41.636395,-4.000021
"09340","San Millán de Lara","Burgos",1160,83.0643,0,73,1.37,24.66,42.15191,-3.326892
"09343","Santa Cecilia","Burgos",4450,45.5828,0,105,2.86,42.86,42.059397,-3.801994
"09345","Santa Cruz de la Salceda","Burgos",1792,75.9118,0,170,15.86,41.78,41.591387,-3.583449
"09346","Santa Cruz del Valle Urbión","Burgos",715,88.2393,0,98,0.38,38.12,42.273045,-3.209491
"09347","Santa Gadea del Cid","Burgos",2842,63.5596,0,160,2.5,42.5,42.708347,-3.074629
"09348","Santa Inés","Burgos",2051,73.158,0,134,0,45.82,42.054221,-3.693987
"09350","Santa María del Campo","Burgos",3700,54.1585,0,622,10.94,45.85,42.113734,-3.989158
"09351","Santa María del Invierno","Burgos",4242,48.0224,0,64,0,29.25,42.43619,-3.434579
"09352","Santa María del Mercadillo","Burgos",285,93.9317,1,136,2.58,46.28,41.865041,-3.558126
"09353","Santa María Rivarredonda","Burgos",5032,38.8307,0,91,22.97,36.47,42.627176,-3.179743
"09354","Santa Olalla de Bureba","Burgos",1685,76.9714,0,33,0,66.27,42.481266,-3.44874
"09355","Santibáñez de Esgueva","Burgos",733,88.0421,0,118,3.39,49.15,41.826337,-3.750875
"09356","Santibáñez del Val","Burgos",4686,42.6811,0,64,3.13,34.38,41.97508,-3.48421
"09358","Santo Domingo de Silos","Burgos",2743,64.8103,0,311,5.7,39.68,41.954264,-3.430596
"09360","San Vicente del Valle","Burgos",4060,50.1725,0,35,2.86,37.14,42.356632,-3.167705
"09361","Sargentes de la Lora","Burgos",3411,57.1957,0,139,0.72,43.17,42.740785,-3.893467
"09362","Sarracín","Burgos",7254,13.8061,0,275,5.32,44.16,42.244798,-3.70321
"09363","Sasamón","Burgos",2488,67.9892,0,1140,3.08,44.14,42.392571,-4.031843
"09365","Sequera de Haza, La","Burgos",363,92.7674,1,40,5.86,35.59,41.566187,-3.814826
"09366","Solarana","Burgos",1952,74.1991,0,96,0.37,46.85,41.963141,-3.659393
"09368","Sordillos","Burgos",773,87.5739,0,27,0,32.35,42.45904,-4.093081
"09369","Sotillo de la Ribera","Burgos",3736,53.7334,0,538,6.08,44.95,41.80388,-3.826779
"09372","Sotragero","Burgos",7962,3.8258,0,281,8.27,44.62,42.413912,-3.718992
"09373","Sotresgudo","Burgos",1598,77.9202,0,515,1.71,41.34,42.594404,-4.200978
"09374","Susinos del Páramo","Burgos",5997,28.0064,0,115,0,41.74,42.475694,-3.911165
"09375","Tamarón","Burgos",2797,64.1079,0,44,0,31.82,42.272776,-3.994536
"09377","Tardajos","Burgos",5093,38.0668,0,834,1.69,47.99,42.353165,-3.814245
"09378","Tejada","Burgos",988,84.8817,0,35,2.86,31.43,41.953111,-3.549644
"09380","Terradillos de Esgueva","Burgos",1572,78.2097,0,102,10.51,49.52,41.803322,-3.850879
"09381","Tinieblas de la Sierra","Burgos",274,94.1597,1,43,7.36,44.01,42.180023,-3.364553
"09382","Tobar","Burgos",315,93.4512,1,29,0,41.38,42.48817,-3.938465
"09384","Tordómar","Burgos",3188,59.6476,0,364,7.82,44.53,42.049626,-3.859346
"09386","Torrecilla del Monte","Burgos",6823,18.9687,0,78,7.88,42.22,42.101679,-3.683688
"09387","Torregalindo","Burgos",2803,64.0094,0,136,3.74,41.95,41.575525,-3.750651
"09388","Torrelara","Burgos",5500,33.2615,0,33,0,36.36,42.168688,-3.508386
"09389","Torrepadre","Burgos",614,89.4221,0,74,4.5,37.22,42.049567,-3.977858
"09390","Torresandino","Burgos",2632,66.3381,0,727,4.13,45.46,41.857081,-3.932844
"09391","Tórtoles de Esgueva","Burgos",3192,59.5614,0,508,21.57,44.99,41.827682,-4.021265
"09392","Tosantos","Burgos",1612,77.6984,0,53,1.89,41.51,42.412436,-3.241422
"09394","Trespaderne","Burgos",3548,55.8342,0,975,9.4,46.44,42.813495,-3.380925
"09395","Tubilla del Agua","Burgos",1848,75.2896,0,172,2.91,37.21,42.71584,-3.819963
"09396","Tubilla del Lago","Burgos",2411,69.018,0,160,6.34,39.28,41.795732,-3.589904
"09398","Úrbel del Castillo","Burgos",4517,44.671,0,94,1.23,36.11,42.608623,-3.835376
"09400","Vadocondes","Burgos",3773,53.4069,0,389,6.47,45.09,41.628396,-3.572523
"09403","Valdeande","Burgos",869,86.2371,0,104,0,32.44,41.835203,-3.528761
"09405","Valdezate","Burgos",830,86.8778,0,153,1.31,48.23,41.592419,-3.932144
"09406","Valdorros","Burgos",7632,8.8652,0,312,6.09,41.35,42.172242,-3.709838
"09407","Valmala","Burgos",1531,78.6964,0,31,0,51.61,42.292488,-3.253266
"09408","Vallarta de Bureba","Burgos",115,97.1846,1,45,0,35.56,42.582212,-3.209404
"09409","Valle de Manzanedo","Burgos",2384,69.2767,0,155,11.29,44.51,42.899898,-3.695206
"09410","Valle de Mena","Burgos",5215,36.7546,0,3893,6.28,48.41,43.113887,-3.271053
"09411","Valle de Oca","Burgos",2880,63.1654,0,175,0.1,41.1,42.442502,-3.324308
"09412","Valle de Tobalina","Burgos",2498,67.8844,0,992,5.65,46.01,42.795253,-3.241563
"09413","Valle de Valdebezana","Burgos",2219,71.0941,0,553,5.01,45.48,42.969947,-3.823316
"09414","Valle de Valdelaguna","Burgos",1535,78.6779,0,200,1.49,41.93,42.094757,-3.142203
"09415","Valle de Valdelucio","Burgos",4036,50.3573,0,347,9.23,46.77,42.723807,-4.081124
"09416","Valle de Zamanzas","Burgos",6283,24.7782,0,70,7.18,41.1,42.858706,-3.749596
"09417","Vallejera","Burgos",759,87.7218,0,42,0,45.24,42.185749,-4.155403
"09418","Valles de Palenzuela","Burgos",3804,52.9386,0,86,0,45.35,42.120661,-4.073183
"09419","Valluércanes","Burgos",929,85.5655,0,80,0,37.5,42.577443,-3.122717
"09421","Vid y Barrios, La","Burgos",2468,68.2664,0,285,2.76,41.39,41.621169,-3.488172
"09422","Vid de Bureba, La","Burgos",1663,77.1501,0,24,4.17,50,42.632854,-3.301912
"09423","Vileña","Burgos",1141,83.2245,0,34,0,41.18,42.616218,-3.323381
"09424","Viloria de Rioja","Burgos",2347,69.7326,0,50,7.1,42.93,42.420105,-3.104048
"09425","Vilviestre del Pinar","Burgos",1679,77.0269,0,650,4.89,43.6,41.935822,-3.075696
"09427","Villadiego","Burgos",1948,74.2669,0,1695,2.42,44.73,42.555503,-4.016013
"09428","Villaescusa de Roa","Burgos",560,90.2045,1,127,1.21,40.72,41.726021,-4.032768
"09429","Villaescusa la Sombría","Burgos",4635,43.4142,0,69,5.26,25.44,42.409197,-3.410408
"09430","Villaespasa","Burgos",1600,77.9017,0,18,0,44.44,42.114792,-3.392419
"09431","Villafranca Montes de Oca","Burgos",2148,71.8581,0,131,4.12,42.61,42.374033,-3.312809
"09432","Villafruela","Burgos",875,86.157,0,226,1.33,40.74,41.921388,-3.927016
"09433","Villagalijo","Burgos",4229,48.1272,0,71,2.82,33.8,42.348908,-3.195693
"09434","Villagonzalo Pedernales","Burgos",7814,6.3517,0,1663,5.49,46.79,42.298981,-3.731742
"09437","Villahoz","Burgos",2711,65.2785,0,349,6.51,46.14,42.073339,-3.91174
"09438","Villalba de Duero","Burgos",5985,28.1851,0,677,2.99,46.92,41.683638,-3.756432
"09439","Villalbilla de Burgos","Burgos",8057,2.1501,0,1182,3.75,45.64,42.329229,-3.767928
"09440","Villalbilla de Gumiel","Burgos",625,89.3544,0,104,0.97,34.75,41.813113,-3.626083
"09441","Villaldemiro","Burgos",2507,67.7489,0,75,0,43.71,42.247387,-3.985941
"09442","Villalmanzo","Burgos",3616,54.9778,0,434,2.81,46.49,42.065435,-3.732608
"09443","Villamayor de los Montes","Burgos",1875,74.9877,0,222,2.8,48.13,42.108733,-3.763318
"09444","Villamayor de Treviño","Burgos",1985,73.7863,0,85,1.18,45.88,42.468371,-4.144195
"09445","Villambistia","Burgos",513,90.7344,1,46,0.28,37.19,42.410533,-3.262876
"09446","Villamedianilla","Burgos",802,87.2536,0,11,0,37.71,42.164207,-4.149423
"09447","Villamiel de la Sierra","Burgos",3848,52.4027,0,37,0,40.54,42.197872,-3.409754
"09448","Villangómez","Burgos",1436,79.7868,0,252,3.97,38.4,42.182265,-3.779546
"09449","Villanueva de Argaño","Burgos",4333,47.0983,0,113,0,38.94,42.383393,-3.939433
"09450","Villanueva de Carazo","Burgos",768,87.6355,0,32,0,37.5,41.984637,-3.324422
"09451","Villanueva de Gumiel","Burgos",5211,36.7792,0,298,6.71,49.33,41.741805,-3.630053
"09454","Villanueva de Teba","Burgos",3124,60.3807,0,48,0,31.25,42.647959,-3.162595
"09455","Villaquirán de la Puebla","Burgos",3231,59.2287,0,50,0,38,42.279725,-4.085655
"09456","Villaquirán de los Infantes","Burgos",2380,69.3137,0,148,7.6,48.33,42.232564,-4.015659
"09458","Villariezo","Burgos",8064,1.9529,0,565,2.66,41.39,42.268706,-3.720857
"09460","Villasandino","Burgos",1346,80.828,0,210,4.37,40.29,42.380801,-4.115424
"09463","Villasur de Herreros","Burgos",4369,46.587,0,271,4.39,42.08,42.282722,-3.356927
"09464","Villatuelda","Burgos",384,92.3484,1,47,6.86,42.33,41.808433,-3.880794
"09466","Villaverde del Monte","Burgos",177,95.7245,1,149,0.67,41.61,42.140517,-3.840349
"09467","Villaverde-Mogina","Burgos",3789,53.2097,0,79,11.39,32.91,42.150508,-4.0496
"09471","Villayerno Morquillas","Burgos",6336,24.2792,0,216,7.73,41.41,42.397598,-3.640248
"09472","Villazopeque","Burgos",3203,59.4566,0,61,0,37.7,42.193299,-4.022713
"09473","Villegas","Burgos",2290,70.3487,0,100,0,40,42.466282,-4.023023
"09476","Villoruebo","Burgos",4248,47.9608,0,93,1.08,38.71,42.172281,-3.447303
"09478","Vizcaínos","Burgos",1614,77.6552,0,55,0,39.57,42.105903,-3.274264
"09480","Zael","Burgos",346,93.0076,1,116,2.36,47.53,42.101683,-3.833359
"09482","Zarzosa de Río Pisuerga","Burgos",2226,71.0325,0,34,0,38.24,42.542961,-4.256935
"09483","Zazuar","Burgos",3096,60.6949,0,256,0.39,41.02,41.681379,-3.551489
"09485","Zuñeda","Burgos",88,97.8622,1,62,0,40.32,42.603581,-3.223864
"09901","Quintanilla del Agua y Tordueles","Burgos",2173,71.6424,0,506,12.11,48.1,42.042323,-3.641361
"09902","Valle de Santibáñez","Burgos",4139,49.1683,0,516,0.94,44.26,42.48006,-3.817915
"09903","Villarcayo de Merindad de Castilla la Vieja","Burgos",5488,33.3785,0,4615,16.83,46.64,42.938438,-3.574282
"09904","Valle de las Navas","Burgos",4356,46.7533,0,595,2.01,43.7,42.472672,-3.583373
"09905","Valle de Sedano","Burgos",4720,42.3423,0,479,6.19,44.18,42.731422,-3.744074
"09906","Merindad de Río Ubierna","Burgos",5862,29.5343,0,1423,4.06,44.8,42.556372,-3.671622
"09907","Alfoz de Quintanadueñas","Burgos",7895,5.0702,0,1962,7.24,45.95,42.40292,-3.753618
"09908","Valle de Losa","Burgos",2969,61.9825,0,567,5.61,41.74,42.987797,-3.220335
"10001","Abadía","Cáceres",4173,48.6693,0,325,1.54,43.77,40.281901,-6.008024
"10002","Abertura","Cáceres",3086,60.7997,0,446,2.11,50.39,39.255096,-5.806534
"10003","Acebo","Cáceres",2542,67.3854,0,659,0.42,48.51,40.216901,-6.720073
"10004","Acehúche","Cáceres",4838,41.0547,0,839,0.36,50.93,39.796446,-6.644464
"10005","Aceituna","Cáceres",5300,35.6333,0,637,1.1,47.94,40.133434,-6.307547
"10006","Ahigal","Cáceres",3486,56.4933,0,1433,0.53,48.46,40.169429,-6.200925
"10007","Albalá","Cáceres",1636,77.4088,0,766,2.61,48.8,39.263449,-6.210882
"10008","Alcántara","Cáceres",3517,56.1853,0,1604,2.03,50.03,39.692947,-6.889043
"10009","Alcollarín","Cáceres",1589,78.031,0,260,4.53,53.58,39.214049,-5.718074
"10010","Alcuéscar","Cáceres",4367,46.6178,0,2884,4.9,48.27,39.164351,-6.235609
"10011","Aldeacentenera","Cáceres",2669,65.8945,0,701,3.56,46.53,39.53062,-5.63801
"10012","Aldea del Cano","Cáceres",3518,56.1668,0,695,2.22,51.39,39.287815,-6.308576
"10013","Aldea del Obispo, La","Cáceres",2505,67.7674,0,337,5.01,47.49,39.569867,-5.922027
"10014","Aldeanueva de la Vera","Cáceres",4094,49.809,0,2202,0.91,50.78,40.14111,-5.710789
"10015","Aldeanueva del Camino","Cáceres",2373,69.4616,0,779,3.42,49.37,40.262582,-5.937701
"10016","Aldehuela de Jerte","Cáceres",5785,30.3105,0,370,0.67,45.41,40.015395,-6.239761
